,Date,Envi,Fuji,Gala,type,region
24,10/7/2016,1217453,678995,81637,conventional,Vietnam
25,3/7/2016,1317679,746045,107626,conventional,Vietnam
26,26/6/2016,1295217,655948,105880,conventional,Vietnam
27,19/6/2016,1322110,593239,114307,conventional,Vietnam
28,12/6/2016,1439519,529970,105647,conventional,Vietnam
29,5/6/2016,1596545,650813,121003,conventional,Vietnam
30,29/5/2016,1214456,691109,113180,conventional,Vietnam
31,22/5/2016,1084785,782145,89228,conventional,Vietnam
32,15/5/2016,1134719,643465,95527,conventional,Vietnam
33,8/5/2016,1416928,929684,107684,conventional,Vietnam
34,1/5/2016,1355794,1047924,98634,conventional,Vietnam
35,24/4/2016,1115902,704492,102739,conventional,Vietnam
36,17/4/2016,1245345,643221,100884,conventional,Vietnam
37,10/4/2016,1130642,715740,95958,conventional,Vietnam
38,3/4/2016,865504,683860,101585,conventional,Vietnam
39,27/3/2016,982736,836002,94366,conventional,Vietnam
40,20/3/2016,928106,901465,91299,conventional,Vietnam
41,13/3/2016,767298,657175,96885,conventional,Vietnam
42,6/3/2016,821036,680884,90068,conventional,Vietnam
43,28/2/2016,812808,750266,95505,conventional,Vietnam
44,21/2/2016,842358,671213,83794,conventional,Vietnam
45,14/2/2016,931605,837742,90043,conventional,Vietnam
46,7/2/2016,1262681,1447534,98684,conventional,Vietnam
47,31/1/2016,1004135,721989,75112,conventional,Vietnam
48,24/1/2016,666019,779057,92941,conventional,Vietnam
49,17/1/2016,804573,854486,84389,conventional,Vietnam
50,10/1/2016,841326,803197,88910,conventional,Vietnam
51,3/1/2016,1232110,992213,90511,conventional,Vietnam
0,25/12/2016,11330,713042,84414,conventional,Portugal
1,18/12/2016,14178,954803,15429,conventional,Portugal
2,11/12/2016,10995,793990,5247,conventional,Portugal
3,4/12/2016,13893,696042,2350,conventional,Portugal
4,27/11/2016,15264,696849,2023,conventional,Portugal
5,20/11/2016,16971,732069,2999,conventional,Portugal
6,13/11/2016,12169,523322,2970,conventional,Portugal
7,6/11/2016,10277,460230,3519,conventional,Portugal
8,30/10/2016,9265,435952,1596,conventional,Portugal
9,23/10/2016,11213,512038,2087,conventional,Portugal
10,16/10/2016,15611,636342,1794,conventional,Portugal
11,9/10/2016,20087,688906,1807,conventional,Portugal
12,2/10/2016,33926,658467,3847,conventional,Portugal
13,25/9/2016,121477,566150,2002,conventional,Portugal
14,18/9/2016,112702,551449,1664,conventional,Portugal
15,11/9/2016,239518,883866,2149,conventional,Portugal
16,4/9/2016,23916,832270,12219,conventional,Portugal
17,28/8/2016,19257,715527,37850,conventional,Portugal
18,21/8/2016,15005,771413,4586,conventional,Portugal
19,14/8/2016,18600,714407,13050,conventional,Portugal
20,7/8/2016,22522,668121,26114,conventional,Portugal
21,31/7/2016,16313,609413,21054,conventional,Portugal
22,24/7/2016,14629,650142,22933,conventional,Portugal
23,17/7/2016,12881,611445,28823,conventional,Portugal
24,10/7/2016,15424,700325,38821,conventional,Portugal
25,3/7/2016,14733,746733,49981,conventional,Portugal
26,26/6/2016,16028,1130567,30502,conventional,Portugal
27,19/6/2016,16094,901973,28829,conventional,Portugal
28,12/6/2016,19084,976391,21104,conventional,Portugal
29,5/6/2016,15757,955312,23822,conventional,Portugal
30,29/5/2016,19730,1354635,24552,conventional,Portugal
31,22/5/2016,16782,1157504,16383,conventional,Portugal
32,15/5/2016,17964,1274098,16601,conventional,Portugal
33,8/5/2016,26384,2283465,21634,conventional,Portugal
34,1/5/2016,16424,1106990,11518,conventional,Portugal
35,24/4/2016,19783,1290475,12409,conventional,Portugal
36,17/4/2016,16212,582843,4694,conventional,Portugal
37,10/4/2016,19210,588026,2137,conventional,Portugal
38,3/4/2016,15437,912293,1685,conventional,Portugal
39,27/3/2016,17762,1008215,1438,conventional,Portugal
40,20/3/2016,23279,1269405,1917,conventional,Portugal
41,13/3/2016,28600,1237675,2801,conventional,Portugal
42,6/3/2016,18108,1074827,2066,conventional,Portugal
43,28/2/2016,18296,1282457,2028,conventional,Portugal
44,21/2/2016,15028,930110,3071,conventional,Portugal
45,14/2/2016,23786,1388157,1220,conventional,Portugal
46,7/2/2016,23983,1630430,3000,conventional,Portugal
47,31/1/2016,18769,1284269,1384,conventional,Portugal
48,24/1/2016,16058,993964,1854,conventional,Portugal
49,17/1/2016,18562,1422978,4949,conventional,Portugal
50,10/1/2016,16165,1012218,1670,conventional,Portugal
51,3/1/2016,16973,1192876,1462,conventional,Portugal
0,31/12/2017,2623,101136,20,conventional,Spain
1,24/12/2017,2812,58592,19,conventional,Spain
2,17/12/2017,2579,50812,79,conventional,Spain
3,10/12/2017,3220,75148,104,conventional,Spain
4,3/12/2017,3772,126551,136,conventional,Spain
5,26/11/2017,2413,49076,62,conventional,Spain
6,19/11/2017,2695,80596,43,conventional,Spain
7,12/11/2017,4509,96748,213,conventional,Spain
8,5/11/2017,2483,55509,34,conventional,Spain
9,29/10/2017,2960,57585,58,conventional,Spain
10,22/10/2017,3759,57340,35,conventional,Spain
11,15/10/2017,3383,63355,62,conventional,Spain
12,8/10/2017,3680,45844,43,conventional,Spain
13,1/10/2017,4411,57416,78,conventional,Spain
14,24/9/2017,2509,56023,75,conventional,Spain
15,17/9/2017,3986,66935,34,conventional,Spain
16,10/9/2017,3368,87155,137,conventional,Spain
17,3/9/2017,4738,59299,122,conventional,Spain
18,27/8/2017,2156,59832,71,conventional,Spain
19,20/8/2017,1554,59028,130,conventional,Spain
20,13/8/2017,1947,118605,187,conventional,Spain
21,6/8/2017,2457,76509,336,conventional,Spain
22,30/7/2017,1916,73288,322,conventional,Spain
23,23/7/2017,1906,72533,941,conventional,Spain
24,16/7/2017,2469,86708,2546,conventional,Spain
25,9/7/2017,2899,81929,495,conventional,Spain
26,2/7/2017,2808,79968,741,conventional,Spain
27,25/6/2017,2225,74283,130,conventional,Spain
28,18/6/2017,2454,82154,723,conventional,Spain
29,11/6/2017,1990,76737,365,conventional,Spain
30,4/6/2017,1923,72573,100,conventional,Spain
31,28/5/2017,2346,106690,106,conventional,Spain
32,21/5/2017,2307,86818,334,conventional,Spain
33,14/5/2017,2805,80469,196,conventional,Spain
34,7/5/2017,2474,87792,121,conventional,Spain
35,30/4/2017,2573,99452,82,conventional,Spain
36,23/4/2017,4438,61513,84,conventional,Spain
37,16/4/2017,4363,71958,161,conventional,Spain
38,9/4/2017,3708,87776,44,conventional,Spain
39,2/4/2017,4531,68015,97,conventional,Spain
40,26/3/2017,3184,100854,70,conventional,Spain
41,19/3/2017,2333,72033,141,conventional,Spain
42,12/3/2017,2047,67163,89,conventional,Spain
43,5/3/2017,3123,90784,58,conventional,Spain
44,26/2/2017,3190,73960,71,conventional,Spain
45,19/2/2017,2703,81692,125,conventional,Spain
46,12/2/2017,3808,81070,176,conventional,Spain
47,5/2/2017,5667,165530,2119,conventional,Spain
48,29/1/2017,3845,78315,485,conventional,Spain
49,22/1/2017,4120,111173,2192,conventional,Spain
50,15/1/2017,3328,71957,607,conventional,Spain
51,8/1/2017,3355,75641,57,conventional,Spain
52,1/1/2017,4846,117027,200,conventional,Spain
0,31/12/2017,341061,41818,961,conventional,China
1,24/12/2017,212414,30835,1113,conventional,China
2,17/12/2017,231133,33482,916,conventional,China
3,10/12/2017,274346,38434,1302,conventional,China
4,3/12/2017,263807,32457,1390,conventional,China
5,26/11/2017,211077,27773,903,conventional,China
6,19/11/2017,239860,31169,1109,conventional,China
7,12/11/2017,251896,31719,1398,conventional,China
8,5/11/2017,275750,32495,1125,conventional,China
9,29/10/2017,256989,36335,1084,conventional,China
10,22/10/2017,219172,35959,894,conventional,China
11,15/10/2017,197443,34761,149,conventional,China
12,8/10/2017,213443,32020,51,conventional,China
13,1/10/2017,222684,45066,367,conventional,China
14,24/9/2017,222498,45025,34,conventional,China
15,17/9/2017,204375,47136,93,conventional,China
16,10/9/2017,241057,47619,111,conventional,China
17,3/9/2017,235646,47493,122,conventional,China
18,27/8/2017,230032,48133,100,conventional,China
19,20/8/2017,230253,49200,28,conventional,China
20,13/8/2017,251178,62181,65,conventional,China
21,6/8/2017,252436,60585,70,conventional,China
22,30/7/2017,247039,60150,87,conventional,China
23,23/7/2017,285746,65016,151,conventional,China
24,16/7/2017,301472,63898,101,conventional,China
25,9/7/2017,233476,57936,442,conventional,China
26,2/7/2017,248096,56275,110,conventional,China
27,25/6/2017,249204,46343,150,conventional,China
28,18/6/2017,269329,49178,145,conventional,China
29,11/6/2017,318335,51386,101,conventional,China
30,4/6/2017,361266,55628,131,conventional,China
31,28/5/2017,273538,50237,354,conventional,China
32,21/5/2017,253793,49347,1651,conventional,China
33,14/5/2017,265556,49123,3491,conventional,China
34,7/5/2017,377225,72058,249,conventional,China
35,30/4/2017,304669,74961,241,conventional,China
36,23/4/2017,249318,55046,96,conventional,China
37,16/4/2017,237538,48908,144,conventional,China
38,9/4/2017,223170,48913,124,conventional,China
39,2/4/2017,226290,48770,140,conventional,China
40,26/3/2017,222457,50731,133,conventional,China
41,19/3/2017,215046,50085,148,conventional,China
42,12/3/2017,217625,48170,98,conventional,China
43,5/3/2017,237307,52012,63,conventional,China
44,26/2/2017,302620,53783,97,conventional,China
45,19/2/2017,279494,52644,133,conventional,China
46,12/2/2017,355571,77241,326,conventional,China
47,5/2/2017,442153,167182,413,conventional,China
48,29/1/2017,285148,86150,220,conventional,China
49,22/1/2017,320378,135921,179,conventional,China
50,15/1/2017,249160,86964,170,conventional,China
51,8/1/2017,279266,77758,319,conventional,China
52,1/1/2017,224074,118926,337,conventional,China
0,31/12/2017,66629,519460,4920,conventional,USA
1,24/12/2017,66339,363593,2680,conventional,USA
2,17/12/2017,67126,369811,2934,conventional,USA
3,10/12/2017,103332,546810,3980,conventional,USA
4,3/12/2017,69819,407522,3789,conventional,USA
5,26/11/2017,59916,377227,3440,conventional,USA
6,19/11/2017,64122,365922,3724,conventional,USA
7,12/11/2017,78052,387453,3925,conventional,USA
8,5/11/2017,93809,458178,4062,conventional,USA
9,29/10/2017,62567,434269,4193,conventional,USA
10,22/10/2017,60121,418177,4523,conventional,USA
11,15/10/2017,57543,426158,4902,conventional,USA
12,8/10/2017,58351,380898,4555,conventional,USA
13,1/10/2017,57841,461605,4777,conventional,USA
14,24/9/2017,58682,451996,4488,conventional,USA
15,17/9/2017,55766,443693,4746,conventional,USA
16,10/9/2017,52853,424594,5142,conventional,USA
17,3/9/2017,58997,435941,5348,conventional,USA
18,27/8/2017,51628,402657,5172,conventional,USA
19,20/8/2017,58935,417108,5205,conventional,USA
20,13/8/2017,61461,431019,5629,conventional,USA
21,6/8/2017,60785,440986,5325,conventional,USA
22,30/7/2017,57622,399898,5352,conventional,USA
23,23/7/2017,65421,435764,5664,conventional,USA
24,16/7/2017,64407,415328,5641,conventional,USA
25,9/7/2017,64096,448758,6202,conventional,USA
26,2/7/2017,57584,397714,6603,conventional,USA
27,25/6/2017,57368,446949,6496,conventional,USA
28,18/6/2017,62876,462836,6444,conventional,USA
29,11/6/2017,65666,475096,7177,conventional,USA
30,4/6/2017,62567,482039,7376,conventional,USA
31,28/5/2017,66151,477778,7003,conventional,USA
32,21/5/2017,70766,467149,7223,conventional,USA
33,14/5/2017,67663,394707,6178,conventional,USA
34,7/5/2017,75658,722002,10049,conventional,USA
35,30/4/2017,74467,471826,7668,conventional,USA
36,23/4/2017,69674,458300,7323,conventional,USA
37,16/4/2017,67840,439898,6835,conventional,USA
38,9/4/2017,71188,438986,6568,conventional,USA
39,2/4/2017,82572,493953,7302,conventional,USA
40,26/3/2017,70468,462479,7285,conventional,USA
41,19/3/2017,70368,463108,6762,conventional,USA
42,12/3/2017,72820,476272,9390,conventional,USA
43,5/3/2017,84609,591422,12153,conventional,USA
44,26/2/2017,82179,531502,9921,conventional,USA
45,19/2/2017,96159,434568,9539,conventional,USA
46,12/2/2017,190312,538660,8823,conventional,USA
47,5/2/2017,174325,770463,29353,conventional,USA
48,29/1/2017,81884,489024,10828,conventional,USA
49,22/1/2017,81909,528126,22837,conventional,USA
50,15/1/2017,76382,472453,10120,conventional,USA
51,8/1/2017,83250,750034,9794,conventional,USA
52,1/1/2017,54530,408952,14387,conventional,USA
0,31/12/2017,38196,1706,6263,conventional,UK
1,24/12/2017,39117,2348,4751,conventional,UK
2,17/12/2017,31969,1752,6656,conventional,UK
3,10/12/2017,53166,1936,4746,conventional,UK
4,3/12/2017,38662,1518,7094,conventional,UK
5,26/11/2017,28307,1707,5116,conventional,UK
6,19/11/2017,31177,2085,5660,conventional,UK
7,12/11/2017,37876,2047,4630,conventional,UK
8,5/11/2017,40651,1849,4629,conventional,UK
9,29/10/2017,33724,2180,4757,conventional,UK
10,22/10/2017,49926,2948,4056,conventional,UK
11,15/10/2017,30893,2911,5020,conventional,UK
12,8/10/2017,28953,2680,6108,conventional,UK
13,1/10/2017,33499,2015,5128,conventional,UK
14,24/9/2017,29756,1936,5659,conventional,UK
15,17/9/2017,35147,2638,5499,conventional,UK
16,10/9/2017,36441,2817,6160,conventional,UK
17,3/9/2017,30130,3171,6523,conventional,UK
18,27/8/2017,45399,2514,6034,conventional,UK
19,20/8/2017,42285,2840,7323,conventional,UK
20,13/8/2017,36652,3647,5544,conventional,UK
21,6/8/2017,37253,3803,7645,conventional,UK
22,30/7/2017,36727,3473,7264,conventional,UK
23,23/7/2017,36290,3130,7062,conventional,UK
24,16/7/2017,35748,3544,8951,conventional,UK
25,9/7/2017,47772,3135,7817,conventional,UK
26,2/7/2017,41134,3403,8607,conventional,UK
27,25/6/2017,41341,3574,7668,conventional,UK
28,18/6/2017,40472,3263,8415,conventional,UK
29,11/6/2017,40251,2998,8103,conventional,UK
30,4/6/2017,42303,3758,7950,conventional,UK
31,28/5/2017,40637,3548,10210,conventional,UK
32,21/5/2017,35312,3430,10331,conventional,UK
33,14/5/2017,38987,2779,9358,conventional,UK
34,7/5/2017,60550,3285,9702,conventional,UK
35,30/4/2017,41327,2195,9317,conventional,UK
36,23/4/2017,41816,2688,9754,conventional,UK
37,16/4/2017,43003,3555,9549,conventional,UK
38,9/4/2017,39292,4116,10281,conventional,UK
39,2/4/2017,41043,3617,9920,conventional,UK
40,26/3/2017,43566,4141,8899,conventional,UK
41,19/3/2017,33892,3887,9034,conventional,UK
42,12/3/2017,33062,9416,9975,conventional,UK
43,5/3/2017,29234,5257,12115,conventional,UK
44,26/2/2017,31701,5200,11563,conventional,UK
45,19/2/2017,33444,7192,9936,conventional,UK
46,12/2/2017,41601,4101,9261,conventional,UK
47,5/2/2017,36809,11334,23346,conventional,UK
48,29/1/2017,35678,6533,9559,conventional,UK
49,22/1/2017,34251,5627,8314,conventional,UK
50,15/1/2017,36085,4774,10057,conventional,UK
51,8/1/2017,35597,7163,12144,conventional,UK
52,1/1/2017,27845,9409,11342,conventional,UK
0,31/12/2017,9623,325398,2062,conventional,Italy
1,24/12/2017,10727,312861,1639,conventional,Italy
2,17/12/2017,10139,413484,3836,conventional,Italy
3,10/12/2017,13210,557435,2169,conventional,Italy
4,3/12/2017,12171,386056,1901,conventional,Italy
5,26/11/2017,10677,304833,2073,conventional,Italy
6,19/11/2017,11494,341486,2365,conventional,Italy
7,12/11/2017,15689,533027,5720,conventional,Italy
8,5/11/2017,13003,334876,2014,conventional,Italy
9,29/10/2017,14781,360615,2145,conventional,Italy
10,22/10/2017,19871,328476,2433,conventional,Italy
11,15/10/2017,20138,331423,2218,conventional,Italy
12,8/10/2017,16621,322932,1266,conventional,Italy
13,1/10/2017,14890,366123,1798,conventional,Italy
14,24/9/2017,10698,384522,1719,conventional,Italy
15,17/9/2017,11827,323528,1322,conventional,Italy
16,10/9/2017,10795,394645,1484,conventional,Italy
17,3/9/2017,10210,333916,1479,conventional,Italy
18,27/8/2017,7262,319718,1535,conventional,Italy
19,20/8/2017,6723,328846,1675,conventional,Italy
20,13/8/2017,7303,492069,2985,conventional,Italy
21,6/8/2017,8619,470233,3212,conventional,Italy
22,30/7/2017,8415,429987,3326,conventional,Italy
23,23/7/2017,7994,556263,6107,conventional,Italy
24,16/7/2017,9162,463807,3826,conventional,Italy
25,9/7/2017,8736,464670,3963,conventional,Italy
26,2/7/2017,6572,437069,4890,conventional,Italy
27,25/6/2017,5988,434223,3399,conventional,Italy
28,18/6/2017,5379,452146,3287,conventional,Italy
29,11/6/2017,5556,457513,3039,conventional,Italy
30,4/6/2017,5140,460654,3076,conventional,Italy
31,28/5/2017,5970,460431,2756,conventional,Italy
32,21/5/2017,5556,441357,3223,conventional,Italy
33,14/5/2017,5153,448443,3462,conventional,Italy
34,7/5/2017,6703,493448,6089,conventional,Italy
35,30/4/2017,5759,467084,3506,conventional,Italy
36,23/4/2017,9577,382450,3294,conventional,Italy
37,16/4/2017,7319,437483,3589,conventional,Italy
38,9/4/2017,5716,450287,3497,conventional,Italy
39,2/4/2017,7963,427484,3484,conventional,Italy
40,26/3/2017,6860,412841,3404,conventional,Italy
41,19/3/2017,5709,425274,3736,conventional,Italy
42,12/3/2017,5730,389750,3675,conventional,Italy
43,5/3/2017,9209,529716,5832,conventional,Italy
44,26/2/2017,11751,489162,5887,conventional,Italy
45,19/2/2017,27791,391316,5419,conventional,Italy
46,12/2/2017,83640,593329,11051,conventional,Italy
47,5/2/2017,50890,594523,7081,conventional,Italy
48,29/1/2017,5792,464829,6111,conventional,Italy
49,22/1/2017,4741,526893,11139,conventional,Italy
50,15/1/2017,5431,457448,8522,conventional,Italy
51,8/1/2017,7544,605625,9301,conventional,Italy
52,1/1/2017,4120,371223,3934,conventional,Italy
0,31/12/2017,5925,62632,25,conventional,Russia
1,24/12/2017,7431,72517,27,conventional,Russia
2,17/12/2017,7563,57326,40,conventional,Russia
3,10/12/2017,7934,63390,62,conventional,Russia
4,3/12/2017,7805,87461,42,conventional,Russia
5,26/11/2017,6353,50509,26,conventional,Russia
6,19/11/2017,8870,55800,75,conventional,Russia
7,12/11/2017,10402,55305,48,conventional,Russia
8,5/11/2017,9707,54119,58,conventional,Russia
9,29/10/2017,11383,53895,38,conventional,Russia
10,22/10/2017,24441,39989,61,conventional,Russia
11,15/10/2017,26275,40395,33,conventional,Russia
12,8/10/2017,25377,31577,39,conventional,Russia
